Feature ID,Feature Name,Area / Module,Source File(s),Route / Screen / Command / Entry Point,User Type,User Story,Expected Behaviour,Actual Behaviour,Status,Test Type,Test Steps,Test Result,Error / Bug Found,Severity,Fix Required,Fix Implemented,Files Changed,Commit Hash,Retest Steps,Retest Result,Final Status,Product Decision Needed,Notes,Original Prompt
CLOUD-001,Cloud Run root landing,Cloud Run Web UI / Landing,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,GET /,Technical evaluator,"As a technical evaluator, I want a concise service landing page so that I can open the browser demo or run the HUT proof.","Landing communicates agent-executable diligence, execution loop, runtime identity, TripCode, and two clear actions.",Root service page was reframed as DeltaSignal Evidence OS with Apple SEC/XBRL as stage one and HUT memory as a secondary action.,Fixed,Automated Test,"Run cmd/server route tests; render root HTML locally; inspect required copy, graphics, links, and responsive layout.",FAIL — qa_evidence/screenshots/cloud-root-1440x1000.png | FIX VERIFIED,Root landing still presents ‘Google for Startups AI Agents Challenge 2026 · Track 3’ and HUT as the product priority; this is stale competition framing.,High,Yes,Root service page was reframed as DeltaSignal Evidence OS with Apple SEC/XBRL as stage one and HUT memory as a secondary action.,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,4883949,"Run cmd/server route tests; render root HTML locally; inspect required copy, graphics, links, and responsive layout.",PASS — desktop/mobile render without overflow; stale competition language absent; Apple and HUT roles explicit.,Verified,No,Pre-fix discovery evidence: qa_evidence/screenshots/cloud-root-1440x1000.png | Retest evidence: qa_evidence/screenshots/cloud-root-1440x1000.png; qa_evidence/lighthouse/retest-cloud-root-desktop/report.json | Stable pre-fix finding: qa_evidence/logs/discovery_findings.json,/goal implement the cutting edge UI rich with graphics and easy to understand
CLOUD-002,Cloud Run demo landing,Cloud Run Web UI / Demo landing,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,GET /demo,Demo viewer,"As a demo viewer, I want an animated HUT overview so that I understand how Substack research becomes agent-executable diligence.","Page presents HUT TripCode, architecture graphic, proof counts, Go action, two-minute demo action, and return path.","Demo landing now uses a complete architecture visual, sub-second reveal sequence, and explicit second-proof context.",Fixed,Automated Test,"Run route test; render /demo; verify copy, SVG architecture, actions, responsive behavior, and non-advice framing.",FAIL — qa_evidence/screenshots/cloud-demo-1440x1000.png | FIX VERIFIED,"Demo landing is visually sparse after the narrow hero card, delays important controls behind long reveal animations, and retains stale competition branding.",High,Yes,"Demo landing now uses a complete architecture visual, sub-second reveal sequence, and explicit second-proof context.",cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,4883949,"Run route test; render /demo; verify copy, SVG architecture, actions, responsive behavior, and non-advice framing.","PASS — first viewport is populated, readable, and visually explains User → Cloud Run → MCP/River/Evidence → packet.",Verified,No,Pre-fix discovery evidence: qa_evidence/screenshots/cloud-demo-1440x1000.png | Retest evidence: qa_evidence/screenshots/cloud-demo-1440x1000.png | Stable pre-fix finding: qa_evidence/logs/discovery_findings.json,/goal implement the cutting edge UI rich with graphics and easy to understand
CLOUD-003,Cloud demo credentials and identifiers,Cloud Run Web UI / Inputs,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,GET /demo/run,Authorized demo operator,"As an authorized operator, I want to enter a demo key, TripCode, and session ID so that protected requests use my intended context.","Inputs are labeled, preserve password secrecy, contain safe defaults only for public identifiers, and are included in requests correctly.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,Render /demo/run; inspect labels/types/defaults; enter values; intercept request headers/query/body and verify propagation without logging secrets.,PASS — qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
CLOUD-004,Overview and article modes,Cloud Run Web UI / Response,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,/demo/run Overview and Article,Demo viewer,"As a demo viewer, I want overview and article modes so that I understand the workflow before making live requests.",Overview explains expected sequence; Article displays the public HUT article context and a safe external link.,Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,"Activate Overview and Article; verify response content, article image/link, no network mutation, and selected-action feedback.",PASS — qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
CLOUD-005,Health and agent discovery,Cloud Run Web UI / Diagnostics,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,/demo/run Health and Card,Agent builder,"As an agent builder, I want health and Agent Card controls so that I can verify service readiness and discover capabilities.","Health requests /health and Card requests the public Agent Card; loading, success, error, and JSON presentation are visible.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,"Run local server; click Health and Card; verify request routes, loading state, response title, JSON syntax display, and failure behavior.",PASS — qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
CLOUD-006,TripCode resolve,Cloud Run Web UI / Research,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,/demo/run Resolve,Financial researcher,"As a researcher, I want to resolve a HUT TripCode so that I can inspect article memory, River continuity, and evidence boundaries.","Resolve sends encoded TripCode/session/issuer options, displays request trace and result, preserves missing/live errors, and never fabricates evidence.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,"Intercept Resolve request; verify query; test success, 4xx, malformed JSON, and network failure; inspect rich and JSON output.",PASS — qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
CLOUD-007,A2A resolve and monitor,Cloud Run Web UI / A2A,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,/demo/run A2A and Monitor,Agent integrator,"As an agent integrator, I want A2A resolve and monitor controls so that I can invoke discoverable research skills and inspect task packets.","JSON-RPC requests contain correct methods, message text, and session metadata; result and error packets remain inspectable.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,Intercept A2A and Monitor POST bodies; verify JSON-RPC shape; test success/error; inspect displayed task status and provenance.,PASS — qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
CLOUD-008,Usage visibility,Cloud Run Web UI / Usage,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,/demo/run Usage,Demo operator,"As a demo operator, I want usage visibility so that I can inspect request accounting and cost metadata.",Usage calls /v1/usage with authorization context and renders returned accounting without inventing billing data.,Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,Activate Usage; intercept request; return fixture usage; verify labels and null/missing handling.,PASS — qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
CLOUD-009,Response navigation and render modes,Cloud Run Web UI / Response tools,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,/demo/run response controls,Demo viewer,"As a demo viewer, I want Top, Scroll, End, Render, and JSON controls so that I can inspect long responses in useful forms.",Navigation moves the response viewport; Render and JSON switch representations without losing the preserved raw packet.,Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,Load long fixture; activate navigation controls; inspect scroll positions; toggle rich/JSON twice; verify content preservation and active state.,PASS — qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
CLOUD-010,Automated two-minute sequence,Cloud Run Web UI / Demo automation,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,/demo/run?autoplay=1,Presenter,"As a presenter, I want an automated two-minute sequence so that I can demonstrate the complete workflow consistently.","Autoplay activates the intended ordered controls, exposes explanatory captions, supports interruption, and does not send uncontrolled payments.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,Load autoplay query with mocked fetch; record action order/timing/captions; interrupt; assert no payment or destructive calls.,PASS — qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
CLOUD-011,Cloud demo access and failure states,Cloud Run Web UI / Errors,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,/demo/run protected requests,Demo viewer,"As a demo viewer, I want clear access and failure states so that I know whether a request needs authorization, payment, or retry.","401/402/403/404/500/network failures are labeled distinctly, preserve returned details, and never present fallback data as live evidence.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,"Mock each status and network failure for Resolve/A2A/Usage; inspect title, body, provenance, retry affordance, and absence of false success.",PASS — qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log; qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
CLOUD-012,Cloud web UI responsive accessibility,Cloud Run Web UI / Cross-cutting,cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,"/, /demo, /demo/run",All visitors,"As a visitor, I want the Cloud Run pages to work on mobile, keyboard, and assistive technology so that I can inspect the demo reliably.","Pages have landmarks, labels, visible focus, sufficient contrast, no horizontal overflow, and motion-safe behavior.","Mobile CSS now removes fixed-width constraints, uses minmax grid tracks, contains decorative overflow, and stacks operator fields.",Fixed,Manual UI,Run local server; test three routes at desktop/mobile; keyboard through controls; Lighthouse snapshot; reduced-motion inspection.,FAIL — qa_evidence/screenshots/cloud-run-390x844.png | FIX VERIFIED,"The /demo/run interface is wider than the 390px viewport while horizontal overflow is suppressed, clipping headings, explanatory copy, inputs, and controls.",Critical,Yes,"Mobile CSS now removes fixed-width constraints, uses minmax grid tracks, contains decorative overflow, and stacks operator fields.",cmd/server/demo_ui.go; cmd/server/demo_ui_test.go,4883949,Run local server; test three routes at desktop/mobile; keyboard through controls; Lighthouse snapshot; reduced-motion inspection.,"PASS — 390px viewport has innerWidth=390, document/body scrollWidth=390, and an uncropped full-page screenshot.",Verified,No,Pre-fix discovery evidence: qa_evidence/screenshots/cloud-run-390x844.png | Retest evidence: qa_evidence/screenshots/retest-cloud-run-390x844.png; qa_evidence/logs/retest-go-server.log | Stable pre-fix finding: qa_evidence/logs/discovery_findings.json,/goal implement the cutting edge UI rich with graphics and easy to understand
API-001,Service readiness,Public API / Health,cmd/server/main.go; cmd/server/main_test.go,GET /health and /healthz,Agent integrator,"As an integrator, I want a readiness response so that I can determine whether the service is available before invoking research.",Both routes return bounded JSON readiness with correct status and no secret leakage.,Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,Run Go handler tests; call routes; validate status/content type/schema and secret absence.,PASS — qa_evidence/logs/go-test-all.log,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log,/goal implement the cutting edge UI rich with graphics and easy to understand
API-002,Agent Card discovery,Public API / A2A,cmd/server/a2a.go; cmd/server/a2a_test.go,GET /.well-known/agent-card.json,Agent integrator,"As an agent integrator, I want an Agent Card so that I can discover supported skills and invoke the correct A2A endpoint.","Card returns protocol version, public URL, skills, security scheme, input/output modes, and evidence boundaries.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,"Run A2A tests; GET both card paths; validate schema fields, URLs, skills, and forwarded-host safety.",PASS — qa_evidence/logs/go-test-all.log,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log,/goal implement the cutting edge UI rich with graphics and easy to understand
API-003,Issuer action brief,Public API / Brief,cmd/server/main.go; cmd/server/main_test.go; internal/agent,POST /v1/brief,Financial analyst,"As an analyst, I want an issuer action brief so that I can identify evidence-backed diligence questions without receiving investment advice.",Valid issuer request returns evidence-preserving brief; invalid JSON/issuer returns clear errors; provenance and non-advice boundary remain present.,Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,"Run handler and agent tests; submit valid/empty/malformed requests; validate statuses, evidence fields, caveats, and prohibited-language absence.",PASS — qa_evidence/logs/go-test-all.log,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log,/goal implement the cutting edge UI rich with graphics and easy to understand
API-004,TripCode research memory,Public API / TripCode,cmd/server/main.go; cmd/server/main_test.go; internal/agent,POST /v1/tripcode and GET/POST /resolve,Subscriber researcher,"As a subscriber researcher, I want to resolve and continue a TripCode session so that I can compare thesis history and monitor changes.","Resolve supports initial TripCode and follow-up session questions, preserves River/evidence/missingness, and handles unavailable public MCP honestly.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,Run TripCode and resolve tests; exercise initial/follow-up/missing/malformed cases; verify session continuity and fallback disclosure.,PASS — qa_evidence/logs/go-test-all.log,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log,/goal implement the cutting edge UI rich with graphics and easy to understand
API-005,A2A message execution,Public API / A2A,cmd/server/a2a.go; cmd/server/a2a_test.go,POST /a2a,External agent,"As an external agent, I want to send a discoverable A2A message so that I can receive a structured research task result.",Supported methods return JSON-RPC task packets; invalid methods/input/auth return protocol-correct errors without losing evidence boundaries.,Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,"Run A2A handler tests; send resolve/monitor/invalid requests; validate JSON-RPC IDs, statuses, artifacts, and errors.",PASS — qa_evidence/logs/go-test-all.log,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log,/goal implement the cutting edge UI rich with graphics and easy to understand
API-006,Scenario discovery and execution,Public API / Scenarios,cmd/server/scenario.go; cmd/server/scenario_test.go; internal/agent/scenario.go,GET /v1/scenarios; POST /v1/scenarios/run,Demo operator,"As a demo operator, I want discoverable scenarios so that I can run a deterministic end-to-end workflow.","List returns available scenarios; run validates IDs/input, executes expected steps, preserves errors and provenance, and reports result state.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,Run scenario tests; list; run valid/missing/malformed/failure scenarios; validate status and step outputs.,PASS — qa_evidence/logs/go-test-all.log,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log,/goal implement the cutting edge UI rich with graphics and easy to understand
API-007,Usage and cost metadata,Public API / Usage,cmd/server/main.go; cmd/server/main_test.go; internal/agent/cost_tracker.go,GET /v1/usage,Operator,"As an operator, I want usage metadata so that I can understand request and model-cost accounting.","Authorized route reports recorded usage accurately, handles disabled/unauthorized state, and does not imply payment settlement.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,Run cost/handler tests; test configured/unconfigured/unauthorized; compare totals with known fixture events.,PASS — qa_evidence/logs/go-test-all.log,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log,/goal implement the cutting edge UI rich with graphics and easy to understand
API-008,Product-loop workflow,Public API / Product Loop,cmd/server/main.go; cmd/server/main_test.go; internal/agent/product_loop.go,POST /v1/product-loop,Agent workflow operator,"As an operator, I want a governed product loop so that builders and reviewers can execute a bounded implementation workflow.","Request validates objective/workflow/risk, returns structured plan/results, preserves approval boundaries, and surfaces failures.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated Test,"Run product-loop tests; submit valid/empty/malformed/high-risk requests; inspect response stages, approvals, and errors.",PASS — qa_evidence/logs/go-test-all.log,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/go-test-all.log,/goal implement the cutting edge UI rich with graphics and easy to understand
DOC-001,Architecture visual specification,Documentation,docs/DeltaSignal_Daily_Backend_to_Google_Agents_Architecture_2026_08_06.html,Architecture link,Technical evaluator,"As a technical evaluator, I want a detailed visual architecture so that I can inspect daily ingestion, MCP routing, agents, and boundaries.","Self-contained visual loads without clipping, has readable labels, embedded contract, source boundaries, and links back to relevant product context.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Manual UI,"Open document desktop/mobile; inspect diagram fit, typography, contract presence, and no horizontal clipping; Lighthouse snapshot.",PASS — qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
DOC-002,Three-minute video scenario,Documentation,docs/Google_Cloud_AAPL_MCP_Three_Minute_Video_Scenario_2026_08_06.html,Recording plan link,Content producer,"As a content producer, I want a timed recording plan so that I can demonstrate the AAPL workflow accurately in three minutes.","Scenario has ordered timing, narration, on-screen actions, evidence boundaries, and valid demo links.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Code Review,"Inspect sections, timing totals, links, and consistency with current UI; verify no obsolete competition-only framing.",PASS — qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
DOC-003,Comprehension audit receipt,Documentation,docs/DeltaSignal_First_10_Seconds_Comprehension_Audit_2026_08_07.html,Footer audit link,Prospective buyer,"As a prospective buyer, I want to inspect the comprehension audit so that I can see what was tested and the limits of the 100% result.","Audit clearly labels simulation boundary, three rounds, persona scores, fixes, runtime receipt, and embedded XML; scores are not presented as human research.",Observed behavior matched the tracker-backed expectation in the discovery test pass.,Verified,Automated UI,Load document; assert key boundary/result/provenance text; inspect responsive layout; Lighthouse accessibility/best-practices.,PASS — qa_evidence/logs/feature_ui_audit.json,,,No,,,,,Not required in discovery pass.,Verified,No,Discovery evidence: qa_evidence/logs/feature_ui_audit.json,/goal implement the cutting edge UI rich with graphics and easy to understand
WEB-018,Top-level project description,Landing / Hero,index.html; tests/landing-page.mjs,/ first viewport,First-time visitor,"As a first-time visitor, I want a plain-language project description at the top so that I immediately understand what DeltaSignal is, what evidence it uses, and who it serves.",A visible description above the Apple reference identifies DeltaSignal as a governed financial-evidence operating system that turns dated filings and market data into provenance-rich research packets for AI agents and human analysts.,"The project description is visible above the Apple case, uses concise plain language, and remains readable on desktop and mobile.",Verified,Automated UI,Load /; inspect the first viewport; assert the four defining phrases; verify visibility; rerun desktop and mobile landing tests.,PASS — qa_evidence/logs/project-description-test.log,,,No,,index.html; tests/landing-page.mjs; CHANGELOG.html,,Run node tests/landing-page.mjs.,PASS — landing-page: PASS,Verified,No,Added after the completed 55-story audit as the next tracker-backed homepage enhancement.,at the top add description of the project
